Id,SalePrice
2898,237288.3444488931
401,118398.34302836341
2721,150091.1876143468
2078,247415.6428760279
2589,128676.17043136105
1946,216899.99670033157
1334,132293.8959218362
2781,215868.81326159745
431,414886.57510130445
576,183630.62057736272
1474,206931.9261106933
2254,148677.48139136183
2155,285453.87277052057
885,100730.4340967902
643,142631.66071447282
1944,127708.65549351217
480,194219.39802267132
2845,97017.19678486446
2387,313602.7192379316
2407,204146.74586213645
2527,166052.9061519452
2514,152390.9983483183
629,126509.03278961607
80,207763.7426461658
1876,139835.89441884455
1546,117185.40811380232
2518,179815.48838618185
2347,157358.1706304203
783,226403.20228241404
1322,55728.992979881405
194,86899.4457582555
1770,283911.98758212436
2143,139653.78035230268
1229,220107.5178400253
511,287996.5560152903
46,227670.4485725666
1348,134303.84450727806
2465,196392.43613935672
387,236183.47389309845
873,223895.66760383148
1918,129132.3229124617
2764,242807.37572585585
2184,127395.72147215248
934,138825.18213769514
1920,128556.60820684575
2631,143976.9628904438
1768,846781.1029480731
2040,107806.42848478409
1749,209393.74415589668
834,250315.09577293062
1457,227602.64677003902
79,125689.20489632785
2302,131457.16763373118
1817,148889.24949664038
2755,225823.87672618424
359,176195.91596395706
2059,116076.43542416733
2092,237671.56620203573
2516,223379.50739751616
150,119994.365667923
1656,140110.95727251825
83,87324.88567284489
2411,177493.5446682953
795,79429.67231492637
2312,210058.26947180915
2917,100802.90776881241
1624,172867.9529075505
2215,317335.0869829642
1211,148270.89677825812
1485,154417.05345985718
1024,169509.6486987954
570,200293.86033824267
2874,130981.42294246556
700,118514.54285072464
2756,201500.13364791256
2022,173250.27273255144
583,241814.76884396447
2392,393045.8919076572
2424,176997.29489407185
212,101025.24209212995
736,133601.50928377477
1610,161291.83963825423
890,118987.24044364606
467,184401.93089803186
578,221308.57552105663
1747,187226.61416800617
1149,160776.38713230053
2758,250938.34404971643
857,149388.84069990268
2219,238213.73668078752
733,94380.6055217208
2909,106508.73542031413
1798,256071.46750745832
235,129603.20096187392
2366,121864.47870575207
1027,134239.4242459704
1195,139165.58254475068
1303,70762.8366962773
148,185066.76939191535
608,158506.76340201928
2515,205292.12576681832
821,263753.67166452826
2500,260891.9277417141
745,106354.96921705933
741,130374.10615032092
1611,93371.23427298061
2532,133154.68223810528
1081,225347.0652919491
1692,471917.19106835773
2520,164544.40113652014
276,102859.61053152021
1992,129719.98791027018
663,62368.026388532984
418,126836.271240917
1733,192161.82897036814
2359,148953.17348147856
253,181476.44175757366
1518,192849.6760078137
2035,128004.14423654704
2919,77931.62840382778
1540,252579.26549012074
2120,144349.54569621064
1674,162201.21520919996
256,152626.87847475611
2361,106046.69564886882
978,87178.69493135462
2280,142114.17385895914
2095,225476.36671029488
1709,326858.87863790145
2801,253579.26378208387
1246,122329.24262248627
2373,99986.7168072473
1055,277866.52084617456
2017,126591.50516004744
1099,252967.20071300177
1344,79572.26423151823
835,191404.64049324466
1117,220410.05755156316
2043,94399.18023964863
2085,127680.33580899454
410,141644.24705466843
2650,116821.22267581635
2867,172213.6156716731
1668,115609.48422779737
1161,160113.08670209962
2122,174831.73544989235
2539,152666.09119705978
1047,143704.02640604964
1445,132441.9115893188
541,129152.94595402051
569,228304.8244651474
1276,118488.14488117049
918,154622.09750967557
326,169249.27757924402
1936,133938.60967030431
895,105499.03725641819
257,145667.30017896026
1241,173246.6418379511
1545,107124.38277420007
1189,172477.55465975823
270,147093.3814235799
2066,171443.48851781612
693,119326.38301734827
1259,126293.19060607007
2916,152569.35239545166
2321,306132.5631574785
1977,85772.5508141669
1895,141197.94586631414
1240,168787.48233062468
85,145420.00617053354
1823,121561.38883741156
825,297049.5596292773
110,231253.11833470146
697,119181.33182574816
2297,118040.37924383054
1231,135732.1129759922
1355,127157.72960518066
968,347998.4623901332
584,225038.6434130361
1315,126130.80446980849
1606,148020.1072908302
206,92550.9603706114
1685,369667.95577431336
2016,137867.16563639144
869,197924.9094386136
2135,123995.17631068632
2346,179665.886014078
2430,228032.85667801934
2198,92145.06343795812
2652,122620.93168629137
27,118547.53043605194
241,162521.18286032375
906,126364.07831401576
1506,115087.4959475156
2098,382015.7783182551
1435,217213.18652694157
2213,130076.63671295923
1274,135787.3522313267
743,50317.69353017705
1737,194357.2139471529
2797,276240.0587988721
2185,73438.33545565096
58,173482.01437908655
830,199048.4509211562
808,119041.55333533755
680,147010.9768636252
1153,109489.0057451369
1291,126500.42938222198
1818,134735.5792060652
2161,184844.83148658695
1883,123010.80644166343
350,373595.8090246638
2473,142150.03879263366
295,175570.38286455197
293,191812.81030544298
859,135556.68757663545
288,77968.71348210123
1578,150511.41716879793
102,178742.61984011313
2831,126278.3136699233
1030,152774.56470199648
2551,147630.97347473647
1286,151256.73904088768
958,321800.20860203484
776,132037.95210984626
72,239303.9310104141
2263,254513.91774218122
1866,159533.9443663817
2876,74430.07935618759
2146,243598.20321196027
103,169658.37988417642
1500,139139.48144197656
492,177429.37331109695
167,143843.2101222219
2597,118551.66761111608
2685,115837.52853006891
1035,159788.6072268044
1220,77479.0625421043
2602,158193.36764748135
2159,202899.43766832998
695,128434.29042194698
1109,255791.6959866651
640,171485.86128526443
1652,153562.7815504697
2090,182118.99895408264
1188,174275.76057892264
2345,227559.63139314807
1059,436358.19212927704
2751,224438.49866896353
128,200680.26179610478
1523,192140.2128104868
2925,186191.10702345328
2145,292637.3819029835
1121,218971.43359768012
566,229657.61566663947
565,251007.65366454737
1331,135752.80229792595
2928,125599.49726535902
156,144959.93514591843
797,134063.16411014117
327,91025.1682363666
2859,135118.89956033006
1453,124951.65303475552
1762,349057.39499301556
1868,211717.6884786636
1760,176989.1797096255
1113,229079.93552172536
1812,189083.33127914567
117,157238.87235857465
1142,207462.80236091407
2342,437674.619172643
927,135770.8587539361
2478,175788.66266822017
655,89822.84947375531
2064,132490.44999644672
369,264577.0812902824
2239,99350.48563139276
2732,213008.47561192347
1653,162280.62537427657
959,212769.70389226434
2395,353854.72843996575
1412,101537.21543401053
271,243682.3103888198
1484,153178.94035170035
1497,148844.98999353385
552,145315.46115613595
2,115114.3537962869
1855,321472.8554048788
4,265267.20730346494
2292,156149.56681370223
134,142325.12936778113
646,110359.69883191818
42,292239.3627148283
532,227255.9276388328
713,93209.2576627026
2561,137632.74418530852
2360,135862.0757902547
1333,124708.86590403851
1407,238020.0512658256
2892,302061.360303449
574,205095.29280529587
1227,188547.9734227096
2591,188661.67894190157
1476,212364.14697969926
1125,253468.23732823177
1446,149695.08263484194
408,117433.5996244381
1101,290517.0447294798
2251,190362.0687881103
373,177835.24606191498
2554,128279.69033888608
2382,246602.5343834591
1985,90417.78591666273
519,242146.12205308842
1093,188784.87559439402
864,246165.18747844335
2889,142713.7021337701
2308,175485.06976452636
986,154790.68857709575
1302,134862.09583764375
585,157260.9152344993
2708,150456.00567465508
147,127244.5059687669
1441,224080.62396743085
383,204902.0839245126
285,143932.60605665253
181,112624.77381046509
358,192988.3280831206
780,174636.04702173863
258,193412.90913744475
1865,203537.1457954964
692,115689.04151055036
2902,337589.354954381
508,250556.67503811378
2638,140899.14018123734
36,131136.59617824046
611,169131.8612149246
2281,145987.90678774193
1678,115636.09833867557
1696,514524.0962576539
1557,79347.81901740617
2180,150918.1989115285
1726,214121.50527204992
951,154082.95018505413
267,221150.27763915737
2706,140790.33758604413
2221,254723.95236400096
1357,163689.14008883282
2901,331543.1976433884
347,174734.2977586709
2164,189635.88263451264
1586,324446.49308444594
360,156014.5145881721
1769,253731.89657239968
2617,148370.41354343423
1879,142285.29413810893
991,226502.5570226941
1535,120208.36935788736
1191,139662.31795864474
1579,217222.83589358965
1882,146320.6076106247
1510,135792.9504879189
2196,149693.83229853457
1845,175114.3978384141
2336,416181.47755596635
942,84685.55886854832
861,136265.07495353022
2555,119285.96866800722
1392,161657.63665769764
2099,250817.25394794546
1543,119849.81296568127
948,280530.7009027681
1239,178310.85662202534
22,186984.86203163431
2796,231066.4859772656
2747,177048.95094363354
92,278402.8826576806
210,167148.83208261267
1858,186459.17067737936
2228,151125.68148186707
447,216845.75932554362
827,248802.86807265528
1649,193535.39164259014
682,125940.52644284644
2698,94488.49967659832
494,169378.18029756416
214,84459.22153962016
2441,243829.7902816812
2679,103056.22461126898
1336,120019.6019134278
465,176531.67339450886
1524,144321.07502219017
2543,113648.89116961205
631,143989.4164190558
2452,309195.24714407104
228,160857.22935535116
126,165683.49944357853
1092,236329.86970009885
1122,203405.2215693632
932,201037.73670407757
1980,91150.8703130468
2171,112568.52840278627
551,161004.24362931683
2768,169097.8784651091
2056,115864.92255133022
1159,378069.4222931732
2645,119819.35177492426
1174,167670.9340592939
2266,213799.23022976622
2462,458172.9326091208
1219,149524.35427064198
2922,175262.99193252588
118,140748.3066507348
474,169744.420599319
2576,146878.9375053801
872,280333.63224273425
1077,207459.66314750342
1536,128256.6638782751
1150,122238.29115597937
2341,327898.25429203134
1931,160478.5434882081
2785,134147.2344280111
2538,129286.73575769551
597,209352.0457781418
464,173917.6282078191
233,223880.0834924724
2169,130546.36896318769
2123,173693.65566028023
1867,166722.57801622513
137,232863.48471634873
515,244249.32328242328
933,111725.79451438673
2784,163532.43809063185
972,164527.9802978106
599,161550.2510941717
2614,130522.83573112001
2582,136635.83789081746
1409,162031.66521563643
175,101657.66537288846
352,213462.62716711516
976,100764.82846301302
2134,190969.95726950568
984,118922.37111650822
2396,366090.8594411747
1673,135708.9615021342
404,116116.01808474025
607,165270.34422953133
814,151588.2841114813
868,185924.21819667512
2271,186884.8651932214
1633,211804.9388644799
337,172006.01620894144
2765,163805.96275035304
1746,252577.58584822222
368,317266.394525029
2806,203350.9697682061
1662,192068.64923630038
1234,219423.24389161935
1373,127546.6200326683
1672,118344.11489985231
1939,126223.54613101743
