Id,PID,Lot Frontage,Lot Area,Alley,Lot Shape,Utilities,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Val,Yr Sold,SalePrice,MS SubClass_30,MS SubClass_40,MS SubClass_45,MS SubClass_50,MS SubClass_60,MS SubClass_70,MS SubClass_75,MS SubClass_80,MS SubClass_85,MS SubClass_90,MS SubClass_120,MS SubClass_160,MS SubClass_180,MS SubClass_190,MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Street_Pave,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosA,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 1_RRNe,Condition 1_RRNn,Condition 2_Norm,Condition 2_PosA,Condition 2_PosN,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Neighborhood_dummies_Blueste,Neighborhood_dummies_BrDale,Neighborhood_dummies_BrkSide,Neighborhood_dummies_ClearCr,Neighborhood_dummies_CollgCr,Neighborhood_dummies_Crawfor,Neighborhood_dummies_Edwards,Neighborhood_dummies_Gilbert,Neighborhood_dummies_Greens,Neighborhood_dummies_IDOTRR,Neighborhood_dummies_MeadowV,Neighborhood_dummies_Mitchel,Neighborhood_dummies_NAmes,Neighborhood_dummies_NPkVill,Neighborhood_dummies_NWAmes,Neighborhood_dummies_NoRidge,Neighborhood_dummies_NridgHt,Neighborhood_dummies_OldTown,Neighborhood_dummies_SWISU,Neighborhood_dummies_Sawyer,Neighborhood_dummies_SawyerW,Neighborhood_dummies_Somerst,Neighborhood_dummies_StoneBr,Neighborhood_dummies_Timber,Neighborhood_dummies_Veenker,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_AsphShn,Exterior 2nd_Brk Cmn,Exterior 2nd_BrkFace,Exterior 2nd_CBlock,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_ImStucc,Exterior 2nd_MetalSd,Exterior 2nd_Plywood,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasW,Heating_Grav,Heating_OthW,Central Air_Y,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_WD ,Season_Spring,Season_Summer,Season_Winter,Mo Sold_2,Mo Sold_3,Mo Sold_4,Mo Sold_5,Mo Sold_6,Mo Sold_7,Mo Sold_8,Mo Sold_9,Mo Sold_10,Mo Sold_11,Mo Sold_12,Exter Qual 2,Exter Cond 2,Kitchen Qual 2,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_None,Alley Grvl,Alley Pave,Misc Feature_Gar2,Misc Feature_Othr,Misc Feature_Shed,Mas Vnr Type_BrkCmn,Mas Vnr Type_BrkFace,Mas Vnr Type_Stone,Overall Qual Gr Liv Area,Overall Qual^2,Overall Qual Garage Cars,Overall Qual Bsmt Qual,Overall Qual Garage Area,Bsmt Qual Gr Liv Area,Overall Qual Year Built,Overall Qual Garage Yr Blt,Overall Qual Year Remod/Add,Overall Qual Yr Sold,Overall Qual TotRms AbvGrd,Gr Liv Area Garage Cars,Overall Qual 1st Flr SF,Overall Qual Street_Pave,Garage Cars Kitchen Qual 2,Garage Area Kitchen Qual 2,Garage Cars Exter Qual 2,Gr Liv Area Kitchen Qual 2,Garage Area Exter Qual 2,Gr Liv Area Exter Qual 2,Bsmt Qual Garage Area,Bsmt Qual Garage Cars,Overall Qual Total Bsmt SF,Total Bsmt SF Garage Cars,Overall Qual Kitchen Qual 2,Overall Qual Exter Qual 2,1st Flr SF Garage Cars,TotRms AbvGrd Exter Qual 2,1st Flr SF Kitchen Qual 2,Overall Qual Full Bath,Gr Liv Area Garage Area,1st Flr SF Exter Qual 2,Total Bsmt SF Kitchen Qual 2,Bsmt Qual 1st Flr SF,Bsmt Qual Exter Qual 2,TotRms AbvGrd Kitchen Qual 2,Bsmt Qual Kitchen Qual 2,Kitchen Qual Garage Cars,Full Bath Kitchen Qual 2,Gr Liv Area Garage Finish,Garage Finish Kitchen Qual 2,Total Bsmt SF Exter Qual 2,Garage Finish Garage Area,Exter Qual 2 Kitchen Qual 2,Kitchen Qual Garage Area,Garage Finish Exter Qual 2,Full Bath Garage Area,Fireplace Qu Exter Qual 2
319,916386090,92,12003,0,0,0,0,8,5,2009,2010,84,1,0,4,2.5,0,1.5,0,1.5,0,774,774,2,0,774,1194,0,1968,0,0,2,1,4,1,4,8,0,1,3,2009,3,3,680,2.5,2.5,2,0,75,0,0,0,0,0,0,0,2010,269500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,15744,64,24,32,5440,7872,16072,16072,16080,16080,64,5904,6192,8,6,1360,3,3936,680,1968,2720,12,6192,2322,16,8,2322,8,1548,16,1338240,774,1548,3096,4,16,8,12,4,5904,6,774,2040,2,2720,3,1360,3
2567,535103070,75.19245283,12700,0,1,0,0,6,5,1964,1964,0,0,0,2.5,2.5,0,3.5,939,1.5,0,307,1246,0,0,1246,0,0,1246,1,0,1,0,3,1,0,6,0,2,3,1964,2,2,441,2.5,2.5,2,0,69,0,0,0,0,0,0,0,2006,172000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7476,36,12,15,2646,3115,11784,11784,11784,12036,36,2492,7476,6,0,0,0,0,0,0,1102.5,5,7476,2492,0,0,2492,0,0,6,549486,0,0,3115,0,0,0,0,0,2492,0,0,882,0,0,0,441,0
2222,909425270,75,13125,0,0,0,0,7,6,1940,1984,0,0,0,2.5,2.5,0,3,410,1.5,0,390,800,0,0,960,780,0,1740,0,0,1,1,3,1,0,6,0,2,3,1940,1,1,240,2.5,2.5,2,0,0,0,0,0,0,0,0,0,2007,219500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12180,49,7,17.5,1680,4350,13580,13580,13888,14049,42,1740,6720,7,0,0,0,0,0,0,600,2.5,5600,800,0,0,960,0,0,7,417600,0,0,2400,0,0,0,0,0,1740,0,0,240,0,0,0,240,0
2493,532376250,72.77464789,8638,0,1,0,0,5,6,1963,1963,0,0,0,2.5,2.5,0,3.5,181,1.5,0,744,925,1,0,925,0,0,925,1,0,1,0,2,1,0,5,0,0,0,1990,1,2,484,2.5,2.5,2,203,74,0,0,0,0,0,0,0,2006,133500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4625,25,10,12.5,2420,2312.5,9815,9950,9815,10030,25,1850,4625,5,0,0,0,0,0,0,1210,5,4625,1850,0,0,1850,0,0,5,447700,0,0,2312.5,0,0,0,0,0,925,0,0,484,0,0,0,484,0
1757,528280150,76,9967,0,1,0,0,7,5,2000,2000,0,0,0,3,2.5,0,1.5,0,1.5,0,384,384,2,0,774,656,0,1430,0,0,2,1,3,1,0,8,0,1,2.5,2000,2,2,400,2.5,2.5,2,100,0,0,0,0,0,0,0,0,2007,170000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10010,49,14,21,2800,4290,14000,14000,14000,14049,56,2860,5418,7,0,0,0,0,0,0,1200,6,2688,768,0,0,1548,0,0,14,572000,0,0,2322,0,0,0,0,0,2860,0,0,800,0,0,0,800,0
184,902305110,60,9600,1,0,0,0,8,9,1900,2003,0,1,1,2.5,2.5,0,1.5,0,1.5,0,930,930,0,0,930,636,0,1566,0,0,2,0,3,1,1,7,0,0,0,1930,1,1,288,2.5,2.5,2,54,228,246,0,0,0,0,0,0,2010,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12528,64,8,20,2304,3915,15200,15440,16024,16080,56,1566,7440,8,1,288,1,1566,288,1566,720,2.5,7440,930,8,8,930,7,930,16,451008,930,930,2325,2.5,7,2.5,1,2,1566,1,930,288,1,288,1,576,0
1248,535302140,75.19245283,12774,0,0,0,2,5,5,1953,1953,0,0,0,2.5,2.5,0,3,624,2,128,232,984,0,0,950,0,0,950,0,0,1,0,2,1,0,5,0,0,0,1953,1,2,400,2.5,2.5,2,0,32,0,0,0,0,0,2,0,2008,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4750,25,10,12.5,2000,2375,9765,9765,9765,10040,25,1900,4750,5,0,0,0,0,0,0,1000,5,4920,1968,0,0,1900,0,0,5,380000,0,0,2375,0,0,0,0,0,950,0,0,400,0,0,0,400,0
2574,535152070,70,8163,0,0,0,0,5,6,1959,1959,128,0,1,2.5,2.5,2,3.5,748,3,294,102,1144,0,0,1144,0,0,1144,1,0,1,0,3,1,0,6,0,1,2.5,1959,2,1,796,2.5,2.5,2,86,0,0,0,0,0,0,0,0,2006,143000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5720,25,5,12.5,3980,2860,9795,9795,9795,10030,30,1144,5720,5,0,0,0,0,0,0,1990,2.5,5720,1144,0,0,1144,0,0,5,910624,0,0,2860,0,0,0,0,0,2288,0,0,1592,0,0,0,796,0
1215,534403260,90,9900,0,0,0,0,5,5,1961,1961,0,0,1,2.5,2.5,0,1.5,0,1.5,0,1114,1114,0,0,1114,0,0,1114,1,0,1,0,3,1,0,5,0,0,0,1961,2,2,451,2.5,2.5,2,0,0,0,0,164,0,0,0,0,2008,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5570,25,10,12.5,2255,2785,9805,9805,9805,10040,25,2228,5570,5,0,0,0,0,0,0,1127.5,5,5570,2228,0,0,2228,0,0,5,502414,0,0,2785,0,0,0,0,0,2228,0,0,902,0,0,0,451,0
1614,526355170,95,13651,0,1,0,0,7,6,1973,1973,1115,0,1,3,2.5,3,3.5,1880,1.5,0,343,2223,2,0,2223,0,0,2223,1,0,2,0,3,1,0,8,0,2,3,1973,3,2,516,2.5,2.5,2,300,0,0,0,0,0,0,0,0,2007,244000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15561,49,14,21,3612,6669,13811,13811,13811,14049,56,4446,15561,7,0,0,0,0,0,0,1548,6,15561,4446,0,0,4446,0,0,14,1147068,0,0,6669,0,0,0,0,0,6669,0,0,1548,0,0,0,1032,0
2039,903458020,60,7200,0,0,0,0,5,7,1920,1996,0,0,0,2.5,2,0,1.5,0,1.5,0,530,530,0,0,581,530,0,1111,0,0,1,0,3,1,-1,6,0,0,0,1935,1,1,288,2.5,2.5,0,0,0,144,0,0,0,0,0,0,2007,101000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5555,25,5,12.5,1440,2777.5,9600,9675,9980,10035,30,1111,2905,5,-1,-288,0,-1111,0,0,720,2.5,2650,530,-5,0,581,0,-581,5,319968,0,-530,1452.5,0,-6,-2.5,-1,-1,1111,-1,0,288,0,-288,0,288,0
2669,902406030,65,9750,1,0,0,0,5,5,1958,1958,0,0,0,2.5,2.5,0,1.5,0,1.5,0,960,960,2,0,960,0,0,960,0,0,1,0,3,1,0,5,0,0,0,2002,1,2,624,2.5,2.5,2,0,0,0,0,0,0,0,0,4500,2006,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,4800,25,10,12.5,3120,2400,9790,10010,9790,10030,25,1920,4800,5,0,0,0,0,0,0,1560,5,4800,1920,0,0,1920,0,0,5,599040,0,0,2400,0,0,0,0,0,960,0,0,624,0,0,0,624,0
1005,527162180,73,11184,0,1,0,0,6,5,1998,1998,0,0,0,3,2.5,0,1.5,0,1.5,0,932,932,1,0,932,701,0,1633,0,0,2,1,3,1,0,7,0,1,2.5,1998,3,2,460,2.5,2.5,2,0,39,0,0,0,0,0,0,0,2008,183000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9798,36,12,18,2760,4899,11988,11988,11988,12048,42,3266,5592,6,0,0,0,0,0,0,1380,6,5592,1864,0,0,1864,0,0,12,751180,0,0,2796,0,0,0,0,0,4899,0,0,1380,0,0,0,920,0
753,903430060,92,5520,0,0,0,0,6,6,1912,1950,0,0,0,2.5,2.5,0,1.5,0,1.5,0,755,755,2,0,929,929,371,2229,0,0,1,0,5,1,0,8,0,0,0,1912,0,0,0,0,0,2,0,198,30,0,0,0,0,1,0,2009,104000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13374,36,0,15,0,5572.5,11472,11472,11700,12054,48,0,5574,6,0,0,0,0,0,0,0,0,4530,0,0,0,0,0,0,6,0,0,0,2322.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,535455060,64,6390,0,0,0,0,6,7,1954,1954,0,0,0,2.5,2.5,0,1.5,0,1.5,0,936,936,0,1,984,0,0,984,1,0,1,0,2,1,0,4,0,0,0,1954,1,1,280,2.5,2.5,2,0,0,0,0,0,0,0,2,0,2008,112500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5904,36,6,15,1680,2460,11724,11724,11724,12048,24,984,5904,6,0,0,0,0,0,0,700,2.5,5616,936,0,0,984,0,0,6,275520,0,0,2460,0,0,0,0,0,984,0,0,280,0,0,0,280,0
2350,527355280,79,10240,0,0,0,0,6,6,1980,1980,157,0,1,3,2.5,0,3,625,2,1061,0,1686,0,0,1686,0,0,1686,1,0,2,0,3,1,0,7,0,1,2.5,1980,1,2,612,2.5,2.5,2,384,131,0,0,0,0,0,0,0,2006,207500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10116,36,12,18,3672,5058,11880,11880,11880,12036,42,3372,10116,6,0,0,0,0,0,0,1836,6,10116,3372,0,0,3372,0,0,12,1031832,0,0,5058,0,0,0,0,0,1686,0,0,612,0,0,0,1224,0
2762,906394040,78,9316,0,0,0,0,7,5,2005,2005,140,1,0,3,2.5,3,4,56,1.5,0,1558,1614,2,0,1614,0,0,1614,0,0,2,0,3,1,1,7,0,1,3,2005,3,2,576,2.5,2.5,2,100,45,0,0,0,0,0,0,0,2006,225000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11298,49,14,21,4032,4842,14035,14035,14035,14042,49,3228,11298,7,2,576,2,1614,576,1614,1728,6,11298,3228,7,7,3228,7,1614,14,929664,1614,1614,4842,3,7,3,2,2,4842,3,1614,1728,1,576,3,1152,3
2788,907227090,60,7200,0,0,0,0,5,8,1972,1972,0,0,0,2.5,2.5,0,3,437,1.5,0,427,864,2,0,864,0,0,864,0,0,1,0,3,1,0,5,0,0,0,1977,1,1,297,2.5,2.5,2,0,0,0,0,0,0,0,1,0,2006,119900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4320,25,5,12.5,1485,2160,9860,9885,9860,10030,25,864,4320,5,0,0,0,0,0,0,742.5,2.5,4320,864,0,0,864,0,0,5,256608,0,0,2160,0,0,0,0,0,864,0,0,297,0,0,0,297,0
2384,528112010,108,12228,0,0,0,0,7,5,2006,2006,206,1,0,4,3,0,1.5,0,1.5,0,1721,1721,2,0,1740,0,0,1740,0,0,2,0,4,1,1,8,0,0,0,2006,2,3,874,2.5,2.5,2,0,43,0,0,0,0,0,0,0,2006,293000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12180,49,21,28,6118,6960,14042,14042,14042,14042,56,5220,12180,7,3,874,3,1740,874,1740,3496,12,12047,5163,7,7,5220,8,1740,14,1520760,1740,1721,6960,4,8,4,3,2,3480,2,1721,1748,1,874,2,1748,0
